1731935549.433789,0
1731935549.4455523,0
1731935549.4585447,0
1731935549.47135,0
1731935549.4839122,0
1731935549.4960892,0
1731935549.5088866,0
1731935549.5216258,0
1731935549.5342498,0
1731935549.5479558,0
1731935549.559971,0
1731935549.5737228,0
1731935549.5876842,0
1731935549.6008048,0
1731935549.6132326,0
1731935549.6249683,0
1731935549.6369712,0
1731935549.6489503,0
1731935549.6606035,0
1731935549.6727326,0
1731935549.684322,0
1731935549.696042,0
1731935549.708042,0
1731935549.7198596,0
1731935549.7322237,0
1731935549.7447023,0
1731935549.757128,0
1731935549.769972,0
1731935549.782979,0
1731935549.796157,0
1731935549.809982,0
1731935549.823835,0
1731935549.837037,0
1731935549.8497372,0
1731935549.8626225,0
1731935549.8747947,0
1731935549.8874938,0
1731935549.8997078,0
1731935549.9122908,0
1731935549.925336,0
1731935549.9371872,0
1731935549.9499896,0
1731935549.963467,0
1731935549.9764793,0
1731935549.9888053,0
1731935550.0011752,0
1731935550.0135298,0
1731935550.025809,0
1731935550.0382395,0
1731935550.049759,0
1731935550.062367,0
1731935550.0750306,0
1731935550.087473,0
1731935550.0995185,0
1731935550.1128218,0
1731935550.1252463,0
1731935550.1399937,0
1731935550.1539612,0
1731935550.1668158,0
1731935550.1789906,0
1731935550.1905644,0
1731935550.2027364,0
1731935550.2156882,0
1731935550.2273796,0
1731935550.241196,0
1731935550.2548716,0
1731935550.2669437,0
1731935550.2793467,0
1731935550.292032,0
1731935550.303999,0
1731935550.315485,0
1731935550.3268595,0
1731935550.338623,0
1731935550.3502717,0
1731935550.362098,0
1731935550.3743725,0
1731935550.3864563,0
1731935550.3989248,0
1731935550.4112532,0
1731935550.4228864,0
1731935550.4352555,0
1731935550.4496806,1
1731935550.4614663,0
1731935550.4742877,0
1731935550.4871747,5
1731935550.5013359,1
1731935550.5143216,1
1731935550.5267906,0
1731935550.541347,0
1731935550.5551715,0
1731935550.5689173,2
1731935550.5805883,2
1731935550.5941005,2
1731935550.6064198,1
1731935550.6195498,0
1731935550.6318054,1
1731935550.6443632,0
1731935550.6564898,0
1731935550.6681237,0
1731935550.6796236,2
1731935550.6911027,2
1731935550.702394,1
1731935550.7138207,2
1731935550.7262406,3
1731935550.74089,0
1731935550.75397,1
1731935550.766104,0
1731935550.7779825,0
1731935550.790257,0
1731935550.8029218,2
1731935550.8147311,2
1731935550.8266468,2
1731935550.8395095,2
1731935550.853271,0
1731935550.8657606,1
1731935550.8777692,0
1731935550.889669,0
1731935550.9017248,0
1731935550.9137928,2
1731935550.9257522,1
1731935550.9380424,2
1731935550.9501648,0
1731935550.9624305,2
1731935550.9742663,0
1731935550.9867156,0
1731935550.9980955,0
1731935551.009745,0
1731935551.0215693,0
1731935551.0331132,2
1731935551.0447755,1
1731935551.0563183,1
1731935551.067769,3
1731935551.0790718,0
1731935551.0903296,1
1731935551.1018827,0
1731935551.1137042,0
1731935551.1253352,1
1731935551.1377473,1
1731935551.1499043,0
1731935551.1619198,1
1731935551.1747997,1
1731935551.1863904,0
1731935551.199085,0
1731935551.211526,1
1731935551.2243397,1
1731935551.237571,1
1731935551.2498198,0
1731935551.261598,1
1731935551.2746239,1
1731935551.2868705,1
1731935551.2987666,1
1731935551.3105805,1
1731935551.3224502,1
1731935551.3347402,1
1731935551.3466737,1
1731935551.3586047,1
1731935551.3705797,1
1731935551.381944,0
1731935551.3953836,0
1731935551.40689,1
1731935551.4188886,0
1731935551.431156,1
1731935551.44282,1
1731935551.45438,1
1731935551.4661603,0
1731935551.479127,0
1731935551.491166,1
1731935551.506436,1
1731935551.5203035,1
1731935551.5330174,1
1731935551.546392,1
1731935551.559436,1
1731935551.5735352,1
1731935551.587426,1
1731935551.5996976,0
1731935551.6119618,0
1731935551.6245751,0
1731935551.6383443,1
1731935551.6511273,0
1731935551.663546,1
1731935551.6757371,1
1731935551.6884153,0
1731935551.7005699,0
1731935551.712694,1
1731935551.726094,1
1731935551.7391582,1
1731935551.7519014,1
1731935551.7636774,1
1731935551.7760663,0
1731935551.7882054,1
1731935551.800411,1
1731935551.8126073,1
1731935551.8247771,1
1731935551.8367906,1
1731935551.8482618,1
1731935551.8598104,1
1731935551.8713696,2
1731935551.8831837,1
1731935551.8951998,1
1731935551.9076018,1
1731935551.9199967,1
1731935551.9325027,1
1731935551.944428,1
1731935551.9562852,1
1731935551.9682226,1
1731935551.9800906,1
1731935551.9921074,1
1731935552.004191,1
1731935552.0160897,0
1731935552.0283942,1
1731935552.0406704,1
1731935552.05338,1
1731935552.0664537,1
1731935552.078685,1
1731935552.0915573,1
1731935552.1053503,1
1731935552.1200519,0
1731935552.1326582,0
1731935552.1446946,1
1731935552.1576223,1
1731935552.1694589,1
1731935552.1810582,1
1731935552.1927195,1
1731935552.2042258,1
1731935552.21577,1
1731935552.2275257,1
1731935552.240656,1
1731935552.2529135,1
1731935552.2671652,1
1731935552.2802994,1
1731935552.2926643,1
1731935552.3063228,1
1731935552.3180203,0
1731935552.32971,1
1731935552.3417199,1
1731935552.3541913,1
1731935552.3664389,1
1731935552.3793373,1
1731935552.3932989,2
1731935552.4062948,2
1731935552.419442,1
1731935552.4336767,0
1731935552.4460106,0
1731935552.459657,0
1731935552.4754963,2
1731935552.488013,0
1731935552.5013275,0
1731935552.5140512,2
1731935552.527859,1
1731935552.5405042,0
1731935552.5530012,0
